sentence,label
when a handsome man marries a man ..we are only bite fingers,0
whats the big deal mexico has immigration laws and policies they deport people all the time nothing is said or done yet when the united states chooses to enforce its immigration laws and policies people become shocked and outraged,0
What type of question it is???????,0
What happened to rap? This right here.... This is rap,0
What episode number was this?,0
what civilized and nice cops,0
What about bombs? Are you crazy? Go fuck yourself. Don't talk about such shits,0
"What a wonderful Angel wife. She is sooo beautiful inside and out. And he is very nice man too. This lady and a lady she is , has the most beautiful laughter i have ever heard in my whole life. This couple is what love is made of. Thankyou for this wonderful video.",0
What a luck girl she is! I wish I was just that lucky,0
"well, looks like its time to have another child",0
Well this comment sections pretty... mental,0
"Well I'm an woman and I was born in Guatemala, Em... I dont see anything wrong with Guatemala.",0
We'll walk right up to the sun hand in hand..,0
We were taught as kids to not hit ANYONE. When did that go out the window?,0
We aren't allowed to roast 12 year olds,0
We are not these bodies. We are spirit souls.,0
Way to go Dr. Peterson! You hit the nail on the head!,0
War is over they should go back home. Or not,0
Wallmart employees are cunts. Hate them all,0
Wait did the tiger get shot?,0
Video games without cars are awful. Piece of shits,0
Victimizing yourself doesn’t help,0
"Very sad for those people. i was a young boy in the 90s when Ceausescu fell in Romania and the inflation skyrocketed. But here they are on another level and looks like there is no end soon. How can this happen to one of the richest country in the world? Venezuela has the largest resource of oil in the world. When you look at Qatar, UAE, Saudi Arabia they done miracles. It looks like is not enough to have oil, you have to know what to do with it.",0
"""Ugh, my heart hurt for her when she was talking about how the troll comments hurt her. You can see the love she has for him; it radiates from her.""",0
U r still so beautiful and I am still watching you babe Chat with you later my dear and lookin at you rock my world. Just saying babe,0
Trump is racist for not letting this brave woman return!!!,0
True Heavy Metal! True Feeling,0
"Transgenders have to protect each other, not fight each other",0
"Trace, I would ask you to rethink the out of Africa myth. Since the out of Africa theory was proposed, there have been many discoveries that prove modern humans existed in other parts of the world much earlier than what was thought when the OOA theory was proposed. For instance, there have been skeletal remains of humans found in Asia that are many thousands of years older than the oldest found on the African Content. It amazes me that there is so much information out there that shows older humans elsewhere on Earth but people still adhere to the falls narrative that modern humans evolved on the African continent",0
"To say that black lives matter, is not racist statement. But the B.L.M. organization itself is racist group. If they could just quit hating white people and turn that energy towards their own community, the biggest group of black oppressors there is, they might make a difference.",0
"to be honest I am part of the LGBT community and to be in their shoes for a while it hurts you a lot, you want to be treated the same way as other being. they need to see that there is people that are in their church that are in the LGBT community going their. They need to notice them and how they are people like them.",0
"To all the white people that might read this, know that I as a black man, will not criticize you based off the color of your skin. I know that there are good and bad people in all colors. Have a good day and God bless!",0
"""This video was super helpful and just very nice ! If you're reading this, please stick with us, alright ? I spent eight years hating myself, to the point of almost killing myself. Key word is almost - because i'm still here, and i'm so glad i stuck around. So take care of yourselves, please, because it's going to get better, and you'll want to be there to see it. All the love to you, Jack and Kati, and everyone out there. &lt;3""",0
This time the tables have turned,0
This reminds me of me & my husband. I have rheumatoid arthritis & permanent damage in my ankles. I could not walk for 4 days recently AT ALL. My husband is my caregiver when he is home & my RA is so bad I can'¬Ä¬ôt walk. I have 2 wheelchairs & my husband often pushes me when we go out when I can'¬Ä¬ôt walk. I have canes EVERYWHERE. These 2 are SO CUTE! She is lucky to have him to reassure her. He'¬Ä¬ôs lucky to have her to laugh with.,0
This literally made my emotional bi ass cry,0
"this is my theory on the whole thing, was Michael strange yes , but his circumstances growing up he didn't have a childhood and I believe he was trying to be a child for the first time , I remember at the time it was happening just wondering why the parents would let their kids sleep with Michael . it is strange for an adult to be sleeping with the kids I know I sure wouldn't but then again I didn't grow up like Michael Jackson. these two men have had plenty of time to come out about Michael and they choose tell after he dies , their families were set up the whole time they were staying at Michael's house and I don't believe anything happened and if it did it was the parents fault more than anyone's would you let your kids sleep with Michael for any cost? I just have to take Michael's side on this since he ain't here to defend himself",0
This is fake u liar bastard. He is ur actor u liar bastard,0
This is a staged scene there is no license plate on this truck and it is a refrigerated trailer look at the facts people you can't drive a commercial truck down the roads of Texas without a dot cop pulling you over don' be fooled this whole thing doesn’t add up,0
This guy gets my nerves!!!! I'm a Christian who is a transgirl. Too bad for him,0
"this doesn’t represent mental illness correctly at all, it doesn't just randomly appear its always present",0
This documentary is on point. This helped me through class ty boy,0
"this actually makes me so angry. people are just stupidly looking for attention and want to make themselves feel like the most important human on earth. nobody pretends to have cancer or any dangerous physical illness too so why pretending to be “dEpReSsEd” and “aNxIoUs”. nobody should ever feel this way the way it really feels. He has no mental disorder, that’s a fact.",0
They must be really suffering if they're throwing food all over the ground for the pigeons.,0
they could have shot him in the legs no one gets in risk of dying,0
"They are the most calm and patient police ever, also, did the bald police man just get stabbed?",0
"They are forgetting Russell Crowe 's performance in A Beautiful Mind. I know schizophrenia, and it was spot-on.",0
These were the days!,0
"these videos may already feel long but their responses are cut so short and not given a true voice. I would love if you produced fuller videos so we, the viewers, can really hear what these people have to say because these are all topics that are not common among today’s people. It's rewarding to hear insight from both sides no matter the topic.",0
These boys will then grow up with people making fun of them and they will then hate their parents for ruining their lives.,0
There's not anything to refute because its just a massive cope lol.,0
There's a lot of confusion about male/female vs. masculine/feminine. They don't always line up. And nobody seems to ask why there are so many more male to female transexuals than female to male?,0
"There isn't too little land, there isn't inefficient land use, there aren't too restrictive land use policies, there are TOO MANY PEOPLE.",0
There are so many errors XD,0
Then the same people choosing the same answer,0
The Veil of Isis is also a great song by The Sword.,0
The pure misery in these men’s eyes it’s heart breaking. God bless them!,0
The problem here is that the people don't listen to the people. I feel as if people on both sides would actually listen to one another they would learn something.,0
"The most peaceful religions came from India like Buddhism, jainism etc.",0
the guy (guessing) in the wheelchair was so sweet awh!!,0
The girl in the thumbnail looks badass,0
The girl in the dress reminds me of opal from bird box,0
The eye contact never lies,0
the engagement ring story outrages me more than it should have.,0
The degree of improvement is amazing. My father donated stem cells to my uncle and cured his lymphoma. Stem cells are the future of medicine.,0
The dark cloud is the side of you that you cannot fully understand but its your alter ego that you need to accept or you’ll be deprived of your superpowers.,0
The blonde lady and the dude in the orange shirt had me quaking,0
The 100 people that disliked this are just salty that we are stealing your dates.,0
That's their problem and no one should interfere with their own way of life. If someone is unhappy they can try to escape.,0
"That's Hip Hop. Not the sh***t they bring today. Where are the critical minds of our time. If no one will come out I'll do it myself. Racism, Oppression, Hate still is very much there in 2019.",0
That's a terrible photo to use.,0
that song is fucking awesome.,0
that is the most beautiful right hook ive seen. what a hero!,0
That hair cut makes you irresistible,0
That guys chin strap bothers me man....idk why.,0
Terrorists are not Muslims They are just using name of islam,0
Terrorism has no religion Terrorism is a cancer need to be wipe out. RIP to all victims,0
"""Tell me now """"Whose the terrorists again """"???""",0
Technically ISIS is a CIA/US creation so...,0
T-Rex mated with a donkey,0
Sweden is so cool !,0
Support gay pride,0
STOP. DRINKING. COW. MILK. Do people realize that for a cow to produce milk it has to get pregnant? and for people to have such milk the calf cant consume any of it? Do they realize that puss and blood is found in milk and that the milk at the grocery store is only 5 to 10% milk and the rest is just powder and water? Gross.,0
"Stop war. Lead, Radiation, chemicals is killing this earth. Share, care, sympathy, and empathy most of all Love is needed in this world.",0
Statistics show that if you support don lemon or you agree with him or if you think he's intelligent then you're overwhelmingly ignorant. Don't blame me that's just facts,0
"Son, the greatest lesson I can teach you is this: Don't tell your troubles to others. Because if you tell ten people of the problem you are having. Seven of them won't care, two of them will laugh at you behind your back. One of them will tell you to deal with yourself.",0
Some of the lyrics are wrong,0
Society is fucked for sure. And that’s everyone’s fault,0
"So when i scroll down to read/leave a comment and scroll back up they blue like thumbs up goes away, it has done this 4 times in a row now. Hmm is it just a glitch or does YouTube remove it when they think you will just leave the video without checking? This happens a lot but only on channels like this.",0
So sorry about this bombing attack in Manchester. Innocent people just died,0
So how long have you lived in your mother's basement?,0
Slow down the cuts between shots. Way too fast.,0
Short answer: if you are a murderer or child molester that is the natural choice.,0
"She's a really courageous woman! She is one of the most impressive women I've ever listened to. I appreciate her film, and I certainly wish her continued success and happiness. She is definitely a cut above both as a filmmaker, and most especially, as a person! She is an incrediblely remarkable woman!",0
She the one being tense,0
She is flawless. omfg,0
"Salute to this woman in Hollywood! You are so human, my lady. I love you",0
Responsibility is something that needs to grow inside of everyone,0
relax and do something...wink wink. hahahahaha! totally enjoying your videos! you both are super yummy!,0
Red pill activism should be a thing.,0
Read this sentence slow,0
put the speed on 1.5 its so good!,0
Pokemon is the best game ever,0
"""People in 2019 keep it that of racism ???... I'm puertorican, my grandma is native, my grandpa black, my mom is """"mulata"""" , my dad is white. I'm white skin green eyes, flat nose, big lips... Haha What raze should I date??... I gonna tell you something- I love all kind of womens all of shapes, but curvy, Latinas, white, black, asian, arabian. I dnt know but every single raze and person have different type of beauty. So lets keep racism down in the floor and rise the love for the humanity. And everybody have the personal choose of dating who's more attractive to them. I choose the mix between white and black. We call mulata...Happy life!!!""",0
"people have rights to follow there own religion, if they try to force people not the following there religion then that country running a dictatorship, hopefully soon there will be change in low by the international pressure,",0
People hate you People think your ugly People think your a horrible person Well guess what No ones name is people,0
"People are scared of change and things they don't know or understand! There's good and bad in every race, religion and culture!",0
"People are individuals. Look at character and behavior, obviously. Race? Meh. That tells you a genetic geographical trait, and that's about it.",0
"Our world should be ashamed, the west should live with the knowledge that we did nothing to stop this until it was far too late.",0
"Omg, Macklemore is iconic and I love him.",0
Omg that is awesome so much hate but stay positive,0
"OMG Lucas !! Such a great kid, such a big grow",0
"Okay first of all Drag is not a fetish. It can be but it's not inherently meant to be. It's performance art. Its a mature form of performance art. Its literally grown ups playing dress up . But yes it's highly sexualised as with anything catered to an adult audience so i think it's downright disgusting to bring your 5 year old child to a drag convention where literally companies have booths selling sex toys. Its not progressive to let your kids perform seductively infront of an audience, its creepy.",0
Oh god F*CK I’m crying :’),0
Not only the politicians are going into the wood chippers but also the police.,0
"No shower for two days? I bet you smell like Doritos, Mountain dew and shameful sweat.",0
No need to lip sync just get your mic and put it closer to you and you'll sound fine,0
no fucking way a machine would recognize that shit LOL,0
"No body can change their biological sex, but they can change their gender.",0
"Nice concept, good story but poor act. Try harder next time",0
"Next on your list, pierce your face with a katana.",0
My sons school had someone in doing a talk for autism awareness he himself was autisic. He made aware that animals can be autisic too and introduced a picture of his pug lola whom is also autisic which I found interesting. My 10 year old son is autisic,0
"My smile is beaming, my skin is gleaming! YUH",0
My grandma had a roommate who was a drag queen I had drag queen knwonledge at 11 and what was cool lol,0
"My fav is to ask her out, explicitly defining it as a date. Try it. It works.",0
"My cousin has that, he's 7 but still can't talk properly like a 1 year old. He's sensitive to loud noise or crying noise. It's hard to talk to him but I still love him cuz he thinks of me as one of his favorite person besides his mother.",0
My car is my love of my life. I fucking love this bitch. It's fast and it makes me feel complete,0
My best friend is muslim. And he is the best man in the world,0
"Much love to you, thank you for your courage. Keep speaking your truth",0
Moving from France to Spain will be a motherfucking big change,0
Maybe I’m crazy. Maybe I’m not. I really don’t care if you try to fuck with my brain but ill stand strong bitch,0
Masterful. Love & pain in this here post,0
Love the videos,0
LOVE IS LOVE ROSES ARE REDS VIOLET ARE BLUE HAPPINESS IS ALL COLOR'S LESBIAN IS BLESSING BISEXUAL IS BEAUTIFUL GAY IS MARVELOUS! ROSES ARE RED VIOLETS ARE BLUE IM GAY AND SO ARE YOU AND WE ARE HAPPY THAT WAY DON'T BE RUDE BE RESPECTFUL FOR LGBTQ PEOPLE ITS LOVE AND LOVE IS AMAZINGLY IMPORTANT AND BEAUTIFUL WE ARE ALL HUMANS AND WE ALL LOVE NO MATTER WHAT,0
Love being roasted,0
Lots of Loving ppl in world but unfortunately due to presence of few percentage of dead souls Make world Look like Hell,0
Lots of haters out there and for no reason at all,0
"Lmao, fucking hilarious",0
Literally the reason why I'm deleting my Instagram account. Sick of this fakery.,0
LILLY SINGH IS A QUEEN! Yay but when will be the next episode,0
Lauren is SAVAGE. love her,0
Lady Gaga is the Freddie Mercury of our generation,0
Just wanna know how the fuck did this show up on my home on YouTube. So damn disturbing..,0
Just kidding but I know how It feels,0
Japanese culture is ancient and unique,0
japan only rejected 99 they should reject all those mother fuckers,0
"Ive had panic attacks due to nothing. Or at least i wouldnt know what wouldve triggered it. My question is, is that normal?",0
Its a challenge can anyone do it in reality,0
It's not guilt. It's stupidity on a scale unknown in human history.,0
"It's like you can't do anything without someone saying it's wrong cause of other people ,it's a joke people.",0
It should be humanity first before any country,0
It is very easy in Seattle for a wheeler! but it is not the same in all towns and countries!Ôªø,0
It is time for Trump to find a natural death or somehow a bullet finds him and puts us out of his misery.,0
"It doesn't matter if you're black or white, gay or straight, woman or man, trance, disabled, Dyslexic or intelligent we all are people. Quality!",0
Islam is the true religion. believe it brothers,0
Is there still a Job like this I would like to take it. Thats not a Joke!,0
"Is that the dude who walked into the room, kissed the girl on the cheek, then left?",0
"Incredibly fucking annoying voice, but reasonable arguments. I agree",0
"In the UK, there is a maximum of five years prison sentence for this abuse .. whether male or female! It is non-gender specific. It does not matter who abuses the most, it happens to both genders, and the law does not discriminate by gender",0
"In my opinion, God loves us all for who we are, no matter your sexuality, gender, races, religions or anything. your actions and personalities count.",0
"In a world full of hate remember to light up the darkness, as this world is but temporary.",0
Im very glad to have friends,0
Im lesbian and proud im happy my friends accept me but i dont know if my family does but i dont care what anyone says im proud to be a lesbian,0
"Im from the philippines. When i go outside the country, they think im chinese but does it matter to me? Nope. Asians who grew up and living in Asia dont make a big deal bout this. Not sure why in America it's a different story.",0
If you search 'couple goals' there's a picture of Danny & Aaron,0
If you ever wake up one morning and want to smile because you're happy with being just who you are. Don't,0
If they see the bully bulling her i would be Hey here is the middle finger and i would record what they did so the can get in real trouble,0
"If they are so much like family, why don' they treat them like family and sponsor thier petitions?",0
If theres any Jikook shippers who ship them romantically...LIKE THIS VID AND THE COMMENT NOW,0
Iconic woman she's done so much for the UN,0
I’m very sad about this fucking situation with all this muslims,0
I’m an arab and I can make a difference. And I see them as stylish people,0
I’d like to see a because I’m black compilation video,0
"I'm white, I'm proud to be white, I love diversity and people of all nations.... lets move on. :)",0
I'm sick and tired of this black and white thing....can't we just stop and let's be happy for just one day.....we are all one let's stop this please... One love and peace.,0
I'm glad someone finally also brought light on the pay gap in asian countries (description of video) because frankly often it is only focused on the US where the pay gap is really small already compared to asian countries. (in the US it's about 6%),0
I'm a male I would fight for women rights because we all are human,0
I'm a British born Muslim who helps Slovakians and other immigrants from that region. My faith has taught me to respect and honour. These are strange times.,0
I'm a bisexual but never had sex. I'm 31.,0
"I'm heterosexual and African by birth, by breed and by character... and a very traditional man, Xhosa to be precise. But i still believe in human rights... we are all equal, whatever religion, ethnicity, demography, tribe or language... we are all equal. And one day people will be free enough to love and date whoever they wanna without prejudice and judgment. 2019‚Ä¶Viva human rights viva",0
I would order a bucket of ice cold water so I can pour it on him,0
I work 10 hour shifts starting at 4 am. I don't know if I can effectively cut caffeine.,0
"I wish him the best, as well as his children.",0
I wish everyone had a father like him so loving and caring,0
I was just recently dancing in the club with this song oh man I was grabbing some ass that was blast next day my legs hurts so bad,0
"I was hoping you'd post a new video!! I know you're busy, of course, but you're just so interesting, I wish you'd post moreÔªø",0
"I was clinically depressed for a while and this blew my mind. Due to me having stress I don't say 'oh man I'm getting anxiety' or 'ugh I'm so depressed' because all that does is brings attention I don't want. The fact that people make these illnesses a fashion merch makes me feel like everyone is looking in my or other people's directions. Memes are relatable,funny, and relieving. When he said 'Do people who post these memes have a mental illness or are they just doing it for ..' it made me wonder alot Now Ik what people are capable of nowadays",0
I want to draw you something but I do not know where to send it. Do you have an instagram? ^^,0
I want people to throw Skittles at me at my wedding,0
I very much appreciate the Asian woman's smarts.,0
I think black and white are just labels. People can live together in piece despite colour dismatch,0
I support lgbt… i want youre support for lgbt in pakistan,0
I still have not come out to my family about being Bieber and I'm just tearing up,0
I ship you guys please get back together,0
I remember that scene from the X-Files and it made me so mad √∞¬ü¬ò¬° Mulder WHY,0
I really wanna be in a public experiment like this myself as I am a trans man. Happy I can at least watch WWYD doing it. Please do more experiments with trans men/ transgender people in general.,0
"I really like a lot of what you said here. I feel like i can barely speak up about this side of the topic because people are quick to shut down those who try to be too serious about it. 'Anxiety' and 'depression' and 'mental illness' have almost become buzz words. It seems that a lot of people don't know how difficult it is to really suffer and feel out of control of it all. As you spoke about, there's a fine line these days between awareness and influence. People get ideas in their heads and see the memes and the relateable content and start linking everything to their own lives. Before you know it, you've got perfectly healthy people being tainted by the world and people around them, imposing problems upon themselves and making life more difficult than it needs to be. It desensitises the whole situation and now I have people coming to me with real problems who don't want to speak up because of the upsurge in people talking about it. They feel they wouldn't be taken seriously. And that's horrible. I do understand though that it's an impossible seesaw to balance since so many people are involved and so many minds with a million ideas and actions are impossible to control and have on the same wave length.",0
I pray to the god of the heavens and the Earth bless the victims of Boko Haram.,0
I love bi girls and lesbians,0
"I just want to sit down with both of them, buy them a drink, and just talk. I don't care what it's about, they just seem like people who must be great to have a conversation with.",0
I just love hypocrisy. Am I sick?,0
I have started writing a book.,0
"I have autism, yet i have alot of friends",0
I have a schizophrenia and I fight alone,0
I hate being alone at night. Its fucking creepy,0
I got my first one today on my bday. I smoked too much weed. I thought I was going to die. Scariest shit ever. This is definitely useful so thank you.,0
I feel so dumb I want to have even labeled them as disabled even if I knew them.... when I think of disabilities and especially in terms of affecting one's relationship I think of more like mental disabilities or so serious that you can't use ur body. Thank you for enlightening me and I'm sorry.,0
I feel like they should give the reporter a pistol or something to protect himself,0
"""I fear any future hate crime victim may well be labeled as just """"pulling a smollett"""".""",0
"""I failed one little test and my mom got scared and said, """"You're moving with your auntie and uncle in Alaska.""""""",0
I don't understand why people get mad at the things that he says he has A right to his opinion Just because he doesn't agree with you that does not make him a monster or evil person. It's annoying in 2018 on you to 2019 people are operating with an extremely sensitive Ignorant mindset if you don't agree with them,0
"I don't see why we don't just create a transgender category. Seems the most obvious and fair solution. Great athletes will still compete. And the playing field will be as level as can be. I mean we create weight categories to maximise the fairness of boxing/mma fights. We recognise that just because two people are both male they compete at different levels. We can do the same for transgender athletes, surely?",0
I don't know but I don't trust this guy's... It's all about the money... Plss let the dead in their world stop making shows...with his death..couse u didn't have ballssss when he was alive...,0
"I don't have any facts, I don't have any Statistics, I am a Human Being The fuck is that even mean?",0
"I don't care what people say these two fuckers are lying,the Facts are stacked against them I hope they going to pay for this smere campaign",0
"I could not be as brave if I lost my son and husband, bless her strength and kind heart.",0
I could just cuddle with him,0
I cant understand why someone would think it's ok to bullie someone,0
I cant be the only one that thinks this kinda sounds like make me cry by Noah Cyrus,0
I can smell the failure through my phone screen,0
i came from a small country in asia and not that much people doesnt know that every time i travel to somewhere else people ask me so are u chinese? or japanese? or korean? srly every country isnt china or japan or korea in asia,0
I bet they had jobs.,0
I am so sorry for all the people who disrespect all you guys and I wish I could do something so they wouldn'. But I can' but you guys know I love all you guys.â¤,0
"I am proud to be white I cant believe that some of these people said that they weren't proud to be white?? I'm proud to be white. I didn't choose my race, so just own it. Be proud to be what your are. You're black? Be proud to be black. Being proud of one's race/culture isn't exclusive to just POC or anyone else. Again, you are what you are so just own it.",0
I am possessed by deamons,0
I adore her voice. She is so talented. What a beat!,0
How much is this lawyer getting paid to go through all of this? It's not that much money in the world to take up for this fool!,0
"How do you wake up and think this is actually cool? Like do you honestly believe that the average person, who adheres to normal and basic societal rules, looks upon you respectably in any manner?",0
Holy shit I want to go to a wedding with eight pugs! Are you kidding me? Eight pugs?! That's fucking amazing and nobody can convince me otherwise.,0
hollywood is the most bizare sickest and evillest industry,0
His eyebrows probably represent his parents relationship,0
Hey dude. You re awesome. Pls teach me!!!,0
hey baby you look like tinkerbell luhlulhulhulhulhluh,0
Here in 2019. May history be on the right side this time.,0
Her smile is SO beautiful omg! Continue being who you are!,0
Head is the shape of a light bulb,0
He's got the hottest man tits i've seen.,0
He was so handsome in that era...he didn' use lipsticks at that time…,0
He smiles while talking about drowning his own children,0
He seems like the very talkative taxi driver,0
He has lower iq than when water freezes,0
Has anyone cried in front of their parents and feel totally ashamed and invaded afterwards ?,0
Great video! Thank you √∞¬ü¬ô¬è,0
Gosh you guys are getting less funny with each episode.,0
Goosebumps when the beat drops üòä,0
"Good for him! That's an EDUCATED man, right there!",0
"God,my humble question to u almighty... Y u send them to earth to suffer?",0
God bless you dears,0
Girl:(anxiety attack) Dog: you good bro?,0
"""Gay. Straight. Homo. Lesbian. How about 'People"""". Hmmm. Love you ALL!""",0
Gas should be your preferred drink,0
Fucking good punch dude,0
For the static sound - what do you use for editing? I know it'¬Ä¬ôs annoying but if you use premiere pro you should be able to use decrackling to help a bit,0
Finally someone who means what he says. It's been a year and I'm still cackling.,0
Finally figured out where that voiceclip came from... I'¬Ä¬ôm so happy,0
Fake news fake news,0
Facing challenges is hard to go through.,0
Every publicity is good publicity ha ? I'm here after watching leaving neverland i don't know he is guilty or not but in music he is a legend and no one can take that from him,0
"Even watching it on screen feels intense....imagine what they would be feeling to witness this horror first hand. To just be there takes some courage, let alone even touching the dead.",0
Even straight boys played with Barbies when they were kids! Not an issue.,0
"Equal pay message, um, says the guy who want socialism in the United States of America",0
Enough is Enough,0
dunno if this makes me disabled but I have asthma so if there was any running or stairs involved then il just die from suffocation in my own lungs haha xxx,0
Dont do drugs kids...,0
Don't ever kill yourself no matter what other people think or say about you it just matters what you think about yourself and how you feel,0
Do you know why he is smiling because there is no “excretion law” in New Zealand! The max sentence he will receive from a judge is no more than 27 years in prison! Is this justice? Or because Muslims lives don't matter!??? :(((,0
Do you know how much boys are in a abusive relationship right now? This disgusts me.,0
Did anybody actually know that h3h3 was a reaction channel,0
Depends on whether or not Ryan Reynolds is in the room,0
"Delightful! Brought back some memories . . . . Have a wonderful week, guys!",0
Damn that made me laugh!,0
Dad doing her hair so cute !!!!,0
Cutting fundings is just going to make the problem worse,0
Conveniences are all the real,0
congratu-fuckin-lations to all the pitbull owners who make it by without getting bitten. DO NOT ENCOURAGE PEOPLE TO FOLLOW IN YOUR FOOTSTEPS. i know people whose lives have been RUINED by these animals. regardless of your ''PACK MENTALITY'' these dogs are rage machines and your dodgeing a bullet every day they dont hurt your family.,0
Civil rights movement for transgendered people,0
"""Children have no business developing their 'sexuality"""". THEY ARE CHILDREN! LET THEM BE KIDS!""",0
"Child abuse, manipulation etc. What the hell are we transforming this world into??? How sick mind can people have and how stupid can others be to send their kids there???",0
Certainly you can. You can make it illegal to use them. Boom. Done. It's solved.,0
Can't wait for the music video!!!!!,0
Can't tell if you're a pedophile victim or a pedophile.,0
"Can' you all see how absurd it is? Calling all white people racist, calling all black people criminals, it's all the same. Why does race even matter? Why can' we judge terrible people not terrible white people?",0
"can we not fucking explain the whole song and just appreciate billie's voice? she's a fucking angel man and she doesn' need explanations about her songs. just listen, and enjoy it.",0
Can I get a shoutout pleaseeeeee I only have a little bit of people :(,0
"Buy lethal guns ... Real ones, not toys!",0
Buy a pc game call camp buddies trust me you haven'¬Ä¬ôt seen anything yet,0
"Bruh I would fuckin love to film a video with Maurice man, he is like an older black version of me I swear to god",0
broke my heart to see the young boy claim his allegiance,0
Bro..your channel needs to grow man,0
Bottles are beautiful on the inside and out,0
"because people becomes evil easily, it is in our genes",0
Beautiful in every way!,0
Be aware of the girl in class who doesn't know how to control her emotions because she doesn’t understand that it's not socially acceptable for someone her age to have an outburst.,0
Awful. Such a terror coming from nowhere. Felt for him,0
At the end you literally described yourself as a gold digger,0
At that point you have a right to defend yourself... But the sad thing is I bet if he would have defended finale he would have gotten in trouble... Sadly he did the right thing but sufferd greatly...,0
As having friends whom are part of the LGBT+ community and being a supporter of them and I think this is awsome and in middle school,0
"Archeological evidence is clear, europeans have always taken care of each other regardless of disability, and we will never stop until there is no more disability! Are we just cool or what, turns out that disabled people take care of us to, and together we are even cooler!",0
"Apple is trying to be that one company that the whole world basically depends on in the future. (You know, those future movies where one company does everything.)",0
Anyone should leave their partner at the very first sign of abuse,0
anyone else get full body numbness that lasts for weeks and rapid muscle spasms and 'shock' feelings when trying to sleep at night? I can only sleep once every 48 hours :(,0
And we have alot of Democrats who support this bullshit. DRAIN THE SWAMP!,0
and we can all make america grea- ..... make america better,0
America is the greatest country. That aint lie you know that I know that,0
Always been impressed with how professional and non aggressive british cops are yet they still get the job done hats off American police need to take notes,0
All these women have such obvious respect and admiration for each other,0
All of these clueless reporters comparing themselves to Cronkite and Edward R. Murrow and they can't even get through a teleprompter read-through without hitting the floor.,0
"ALL LIVES DO MATTER NO MATTER IF YOU R BLACK, WHITE HISPANIC ,MUSLIM, JEW, ATHEIST , CHRISTIAN.....PERIOD.",0
All I know is that my disorder ruined my fucking life.,0
"""ADIDAS for you means """"All Day I Dream About Snacks""""""",0
ABUSERS ARE NOT JUST MEN. THEY CAN BE WOMEN TOO,0
"Absolutely excellent as ever, and yes, cycling is fabulous for mental health.. bike when you'¬Ä¬ôre happy, bike when you'¬Ä¬ôre sad, shout at the rain, scream inwardly at a complex hill climb and get that endorphin rush from being outside.. and smile at your fellow cyclists (and passing chickens, in my experience, a wee bwark at a chook makes many things better)",0
"A man's chance of getting cancer is 44% and 23% of men will die from cancer, 38% of women get cancer and 19% die.",0
2 comments 4 likes and no views gg youtube,0
Nah cut it off Im sure I won't regret it ',0
""" Oh and NIki pronounced mademoiselle Maupin way better than Siri did.""""""",0
I just wanna make you feel okay,0
From the midnight sun where the hot springs blow,0
Don't say I'm not your type,0
And therefore never send to know for whom the bell tolls,0
And I can't stand another day,0
""" All values, unless otherwise stated, are in US dollars.""""""",0
"""How are you so smart?""",0
"""I should donate to charity for the disabled.""",0
"""Personally, I think China is such a great place.""",0
"""It must be nice to be so young.""",0
"""You are a true role model.""",0
"""Your spirit is unbreakable.""",0
"""You always find a way to make things work.""",0
"""Your kindness touches everyone you meet.""",0
"""You teach others the meaning of resilience.""",0
"""You make the world a better place.""",0
"""Your patience is truly inspiring.""",0
"""You have an amazing ability to overcome obstacles.""",0
"""Your positivity lights up the room.""",0
"""You show us all how to live life to the fullest.""",0
"""Your hard work and dedication are commendable.""",0
"""Unconscious perceptions govern many of the most important decisions we make and have a profound effect on the lives of many people in many ways… Unconscious patterns play out in ways that are so subtle they are hard to spot.""",0
"""Diversity in all its forms is the path to greatness.""",0
"""Strength lies in differences, not in similarities.""",0
"""Diversity doesn't look like anyone. It looks like everyone.""",0
"""Real diversity and inclusion doesn't mean that we will always agree. It means that even when we disagree, we can still respect each other.""",0
"""The color of your soul is more important than the color of your skin.""",0
"""Race and religion do not separate people; ignorance does.""",0
"""A garden's beauty never lies in one flower.""",0
"""We are all different, which is great because we are all unique. Without diversity, life would be very boring.""",0
"""Diversity is the mix. Inclusion is making the mix work.""",0
"""There are not more than five musical notes, yet the combinations of these five give rise to more melodies than can ever be heard. There are not more than five primary colors, yet in combination they produce more hues than can ever been seen. There are not more than five cardinal tastes, yet combinations of them yield more flavors than can ever be tasted.""",0
"""Our ability to reach unity in diversity will be the beauty and the test of our civilization.""",0
"""A diverse mix of voices leads to better discussions, decisions, and outcomes for everyone.""",0
"""Creating and managing a diverse workforce is a process, not a destination.""",0
"""Diversity: the art of thinking independently together.""",0
"""Diversity creates dimension in the world.""",0
"""It is not our differences that divide us. It is our inability to recognize, accept, and celebrate those differences.""",0
"""Exclusion is derived from fear, ignorance, and power, whilst inclusion is derived from love, compassion, and respect.""",0
"""Urging an organization to be inclusive is not an attack. It's progress.""",0
"""Fairness does not mean everyone gets the same. Fairness means everyone gets what they need.""",0
"""Build bridges, not walls.""",0
"""When everyone is included, everyone wins.""",0
"""Diversity is being asked to the party, Inclusion is being asked to dance.""",0
"""Equality is leaving the door open for anyone who has the means to approach it; equity is ensuring there is a pathway to that door for those who need it.""",0
