sentence,label
"Treating different things the same can generate as much inequality as treating the same things differently.",0
"Whatever affects one directly affects all indirectly.",0
"I learned early on about the real meaning of equity and inclusion, and that when those guiding principles are not met, they can have devastating effects on individuals, families, and communities.",0
"The difference between equity and equality is that equality is when everyone gets the same thing, and equity is when everyone gets the things they deserve.",0
"Diverse groups are more creative. They feel uncomfortable, and that discomfort motivates them to do extra preparation and share new information.",0
"We need to give each other the space to grow, to be ourselves, to exercise our diversity. We need to give each other space so that we may both give and receive such beautiful things as ideas, openness, dignity, joy, healing, and inclusion.",0
"We all should know that diversity makes for a rich tapestry, and we must understand that all the threads of the tapestry are equal in value no matter what their color.",0
"Diversity doesn’t look like anyone. It looks like everyone.",0
"I can tell you, without diversity, creativity remains stagnant.",0
"The greater the diversity, the greater the perfection.",0
"The path to diversity begins with supporting, mentoring, and sponsoring diverse women and men to become leaders and entrepreneurs.",0
"Diversity is the one true thing we all have in common. Celebrate it every day.",0
"Different roads sometimes lead to the same castle.",0
"Understanding diversity includes knowing how diminished we all are when voices go unheard.",0
"It is impossible to get to know people deeply and not come to like them.",0
"We need to reach that happy stage of our development when differences and diversity are not seen as sources of division and distrust, but of strength and inspiration.",0
"Let’s stop believing that our differences make us superior or inferior to one another.",0
"A diverse mix of voices leads to better discussions, decisions, and outcomes for everyone.",0
"Creating and managing a diverse workforce is a process, not a destination.",0
"It is not our differences that divide us. It is our inability to recognize, accept, and celebrate those differences.",0
"You can't be what you can't see.",0
"Every culture’s history is essential. Everyone deserves to have their lives elevated through the beauty of truthful representation.",0
"If you haven't got the best talent, you’re not going to be the best. If you're not representing properly the available pool of talent, then you're missing an opportunity.",0
"What diversity advocates are working for is an industry that honestly, accurately, and equitably represents the world we live in.",0
"True belonging only happens when we present our authentic, imperfect selves to the world. Our sense of belonging can never be greater than our level of self-acceptance.",0
"People will typically be more enthusiastic where they feel a sense of belonging and see themselves as part of a community than they will in a workplace in which each person is left to his own devices.",0
"We long to belong, and belonging and caring anchors our sense of place in the universe.",0
"You can't build a society purely on interests, you need a sense of belonging.",0
"Being able to feel safe with other people is probably the single most important aspect of mental health; safe connections are fundamental to meaningful and satisfying lives.",0
"Don’t be a pepper on the eyes of people; rather be the salt on their tongue and make a difference that influences their sense of belonging to the earth.",0
"There is a reason the word belonging has a synonym for want at its center; it is the human condition.",0
"Stupidity and unconscious bias often work more damage than venality.",0
"The point isn't to get people to accept that they have biases, but to get them to see [for themselves] that those biases have negative consequences for others.",0
"To know the true reality of yourself, you must be aware not only of your conscious thoughts, but also of your unconscious prejudices, bias and habits.",0
"A lot of change is possible by just acknowledging unconscious bias–that exhaustively documented but unpleasant reality many would rather ignore–and listening with less bias and acting on what we then learn.",0
"It’s not at all hard to understand a person; it’s only hard to listen without bias.",0
"You're beautiful. Yes, you are, you're very very beautiful. Extremely beautiful.",0
" "Try your hardest to be confident in who you are. You are enough — you are beautiful.",0
"If you held up 11 roses in front of the mirror, you'd be looking at 12 of the most beautiful things in the world.",0
"Your soul is beautiful.",0
"I’ve never been interested in being invisible and erased.",0
"Trans people are extraordinary, strong, intelligent, persistent and resilient. We have to be. And we will not stand for the picking and choosing of rights. We still have hope.",0
"Despite the constant hatred we face as the LGBTQ+ community, we must stand united and strong in spreading our message of love.",0
"I don’t know what I am if I’m not a woman.",0
"We have to be visible. We are not ashamed of who we are.",0
"We’re entitled to be loved, and seek happiness, and share that with the people that we care about.",0
"Equality is not a pie; there is more than enough for everyone.",0
"Nature made a mistake, which I have corrected.",0
"The more I hold myself close and fully embrace who I am, the more I thrive.",0
"My advice to other disabled people would be, concentrate on things your disability doesn’t prevent you doing well, and don’t regret the things it interferes with. Don’t be disabled in spirit as well as physically.",0
"Disability is a matter of perception. If you can do just one thing well, you’re needed by someone.",0
"When you hear the word ‘disabled,’ people immediately think about people who can’t walk or talk or do everything that people take for granted. Now, I take nothing for granted. But I find the real disability is people who can’t find joy in life and are bitter.",0
"Start by doing what’s necessary; then do what’s possible; and suddenly you are doing the impossible.",0
"For me, disability is a way of getting some extremity, some kind of very difficult situation, that throws an interesting light on people.",0
"A hero is an ordinary individual who finds the strength to persevere and endure in spite of overwhelming obstacles.",0
"It’s the repetition of affirmations that leads to belief. And once that belief becomes a deep conviction, things begin to happen.",0
"I’m officially disabled, but I’m truly enabled because of my lack of limbs. My unique challenges have opened up unique opportunities to reach so many in need.",0
"Your success and happiness lies in you. Resolve to keep happy, and your joy and you shall form an invincible host against difficulties.",0
"I can’t change the direction of the wind, but I can adjust my sails to always reach my destination.",0
"Today I choose life. Every morning when I wake up I can choose joy, happiness, negativity, pain… To feel the freedom that comes from being able to continue to make mistakes and choices – today I choose to feel life, not to deny my humanity but embrace it.",0
"Believe you can and you’re halfway there.",0
"Keep your face always toward the sunshine – and shadows will fall behind you.",0
"Optimism is the faith that leads to achievement. Nothing can be done without hope and confidence.",0
"I was slightly brain damaged at birth, and I want people like me to see that they shouldn’t let a disability get in the way. I want to raise awareness – I want to turn my disability into ability.",0
"….What I learned was that these athletes were not disabled, they were super–abled. The Olympics is where heroes are made. The Paralympics is where heroes come.",0
"I choose not to place ‘DIS’, in my ability.",0
"Life is all about balance. Since I have only one leg, I understand that well.",0
"Hard things are put in our way, not to stop us, but to call out our courage and strength.",0
"Abled does not mean enabled. Disabled does not mean less abled.",0
"The measure of a man, or woman, is not so much what they have accomplished, though that has weight. It often is much more though what that man or woman has overcome to accomplish what they have.",0
"I do not have a disability, I have a gift! Others may see it as a disability, but I see it as a challenge. This challenge is a gift because I have to become stronger to get around it, and smarter to figure out how to use it; others should be so lucky.",0
"Some would look at Emily’s life and think that a child born with Down’s syndrome has little hope for a meaningful life. Throw in the diagnosis of leukemia and that little hope turns into no hope whatsoever. I disagree. Emily’s life, with all its imperfections, had great meaning. Because of how many people she touched, I realize that we are far more than what we can accomplish. We are the very thumbprints of God.",0
"Whether someone is useful only matters if you value people by their use.",0
"When you focus on someone’s disability you’ll overlook their abilities, beauty and uniqueness. Once you learn to accept and love them for who they are, you subconsciously learn to love yourself unconditionally.",0
"Aerodynamically the bumblebee shouldn’t be able to fly, but the bumblebee doesn’t know that so it goes on flying anyway.",0
"Disability is natural. We must stop believing that disabilities keep a person from doing something. Because that’s not true . . . Having a disability doesn’t stop me from doing anything.",0
"Just because a man lacks the use of his eyes doesn’t mean he lacks vision.",0
"So many of our dreams at first seem impossible, then they seem improbable, and then, when we summon the will, they soon become inevitable.",0
"It was probably no accident that it was the cripple Hephaestus who made ingenious machines; a normal man didn’t have to hoist or jack himself over hindrances by means of cranks, chains and metal parts. Then it was in the line of human advance that Einhorn could do so much.",0
"Damn, that's harsh. I wish I could help you somehow.",0
"You know what? What doesn't kill you makes you stronger. Keep on believing and I know you'll find a way to turn it around.",0
"Can you teach me your culture?",0
"I want to join your religeon.",0
"Thank you for your time and courage. I hear you and I am happy with my life as it is.",0
"I believe in my own opinion.",0
"Want to play some basketball?",0
"Let's go study some math.",0
"I enjoy eating mexican food such as tacos.",0
"How do you feel right now?",0
"I respect your opinion and culture a lot.",0
"Can we talk about something else?",0
"How long have you been living here?",0
